id,project_code,pq_number,po_so_number,asn_dn_number,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,pq_first_sent_to_client_date,po_sent_to_vendor_date,scheduled_delivery_date,delivered_to_client_date,delivery_recorded_date,product_group,sub_classification,vendor,item_description,molecule_test_type,brand,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,weight_kilograms,freight_cost_usd,line_item_insurance_usd,planned_lead_time_days,actual_lead_time_days,is_on_time,freight_pct_of_value,freight_cost_per_kg
3709,740-UG-T64,PQ-86439,SO-72291,ASN-83446,Uganda,Haiti Field Office,Direct Drop,FCA,Air Charter,9/25/2015,10/2/2015,12/10/2015,11/25/2015,11/26/2015,ANTM,Antimalarial,Ranbaxy Fine Chemicals,ANTM product - Antimalarial formulation,Molecule 28,Branded,60mg,Tablet,10,10000,402881,40.2881,40.2881,"Ranbaxy, Paonta Sahib, India",Yes,153.06,43358.96,1526.64,69,54,t,10.76,283.28
3851,740-ZA-T21,PQ-12810,SO-74953,ASN-50782,Zambia,PMO - US,Direct Drop,CIP,Air Charter,4/8/2015,4/20/2015,6/13/2015,6/18/2015,6/21/2015,ARV,Pediatric,Scms Global,ARV product - Pediatric formulation,Molecule 33,Branded,90mg,Capsule,60,5000,82184,16.4368,16.4368,"Hetero Unit III, India",Yes,82.22,5855.99,805.16,54,59,f,7.13,71.22
4872,740-ZI-T90,PQ-45922,SO-63064,ASN-10520,Zimbabwe,South Africa Field Office,Direct Drop,CIP,Air,3/11/2015,3/25/2015,5/13/2015,4/25/2015,4/28/2015,ACT,Artemisinin-based,Aurobindo Pharma Limited,ACT product - Artemisinin-based formulation,Molecule 37,Branded,90mg,Capsule,30,10000,352607,35.2607,35.2607,"Novartis, Suffern, US",No,88.44,15560.83,3250.42,49,31,t,4.41,175.95
1896,741-CA-T85,PQ-17804,SO-77185,ASN-53380,Cameroon,PMO - US,From RDC,CIP,Air Charter,7/22/2014,7/27/2014,9/18/2014,9/28/2014,10/1/2014,ANTM,Antimalarial,Scms Global,ANTM product - Antimalarial formulation,Molecule 29,Branded,120mg,Test kit,1,500,14806.95,118.4556,29.6139,"Mylan H-12, India",Yes,3.84,1992.97,58.92,53,63,f,13.46,519
3445,741-ET-T30,PQ-52072,SO-26405,ASN-21948,Ethiopia,PMO - US,Direct Drop,FOB,Air,1/13/2015,1/31/2015,2/24/2015,2/13/2015,2/13/2015,HRDT,HIV test,Zenith Pharmaceuticals,HRDT product - HIV test formulation,Molecule 34,Generic,30mg,Tablet,30,1000,382.4,3.824,0.3824,SCMS Global Warehouse,Yes,17.72,47.45,1.61,24,13,t,12.41,2.68
5007,741-GU-T84,PQ-93014,SO-65939,ASN-42999,Guyana,PMO - US,From RDC,CIP,Air Charter,3/21/2015,4/4/2015,6/27/2015,6/26/2015,6/29/2015,ACT,Artemisinin-based,Ranbaxy Fine Chemicals,ACT product - Artemisinin-based formulation,Molecule 4,Branded,90mg,Tablet,100,2000,28649.8,143.249,14.3249,"Aurobindo Unit III, India",No,12.16,942.49,234.44,84,83,t,3.29,77.51
5585,741-HA-T73,PQ-41203,SO-49122,ASN-56056,Haiti,PMO - US,From RDC,FOB,Air,4/26/2015,5/8/2015,7/28/2015,7/17/2015,7/17/2015,ARV,Pediatric,Sun Pharma,ARV product - Pediatric formulation,Molecule 23,Branded,150mg,Test kit,1,10000,194970,194.97,19.497,"Mylan H-12, India",Yes,149.44,5301.7,1616.54,81,70,t,2.72,35.48
1364,741-NI-T30,PQ-87166,SO-27239,ASN-10553,Nigeria,Haiti Field Office,From RDC,FOB,Air,4/20/2014,4/26/2014,7/24/2014,7/10/2014,7/10/2014,ARV,Pediatric,Ranbaxy Fine Chemicals,ARV product - Pediatric formulation,Molecule 12,Generic,90mg,Oral Solution,10,1000,26921,619.183,26.921,"Novartis, Suffern, US",Yes,6.83,718.08,98.37,89,75,t,2.67,105.14
5324,741-NI-T35,PQ-12988,SO-91242,ASN-95335,Nigeria,South Africa Field Office,Direct Drop,FOB,Air,11/20/2015,11/29/2015,2/1/2016,1/15/2016,1/15/2016,MRDT,Malaria test,Scms From Rdc,MRDT product - Malaria test formulation,Molecule 14,Branded,90mg,Oral Solution,100,1000,23460.7,46.9214,23.4607,"Hetero Unit III, India",No,7.52,1679.17,168.36,64,47,t,7.16,223.29
413,741-SO-T53,PQ-65746,SO-52853,ASN-47321,South Africa,South Africa Field Office,Direct Drop,EXW,Ocean,7/21/2014,8/3/2014,10/4/2014,9/18/2014,9/19/2014,MRDT,Malaria test,Scms From Rdc,MRDT product - Malaria test formulation,Molecule 9,Generic,30mg,Test kit,1,25000,754275,392.223,30.171,"Ranbaxy, Paonta Sahib, India",No,467.23,116631,5149.45,62,46,t,15.46,249.62
3834,741-TA-T67,PQ-22201,SO-23860,ASN-64926,Tanzania,Haiti Field Office,Direct Drop,EXW,Air,1/3/2015,1/11/2015,2/7/2015,2/10/2015,2/13/2015,ARV,Pediatric,Aurobindo Pharma Limited,ARV product - Pediatric formulation,Molecule 26,Generic,60mg,Capsule,60,25000,1026705,657.0912,41.0682,"Hetero Unit III, India",Yes,407.12,100500.66,9699.06,27,30,f,9.79,246.86
3779,741-ZA-T79,PQ-44949,SO-31828,ASN-97831,Zambia,PMO - US,From RDC,DDP,Ocean,2/20/2016,3/4/2016,5/23/2016,5/27/2016,5/28/2016,MRDT,Malaria test,Ranbaxy Fine Chemicals,MRDT product - Malaria test formulation,Molecule 16,Branded,120mg,Test kit,10,25000,428882.5,68.6212,17.1553,SCMS Global Warehouse,Yes,198.42,56255.57,2208.88,80,84,f,13.12,283.52
4330,741-ZI-T40,PQ-27695,SO-26364,ASN-65973,Zimbabwe,Haiti Field Office,Direct Drop,DDP,Air Charter,4/7/2016,4/26/2016,6/28/2016,6/9/2016,6/9/2016,ACT,Artemisinin-based,Cipla Ltd,ACT product - Artemisinin-based formulation,Molecule 38,Branded,90mg,Tablet,10,500,13963.25,55.853,27.9265,"Mylan H-12, India",Yes,7.96,406.25,27.99,63,44,t,2.91,51.04
4667,742-CA-T11,PQ-42306,SO-49778,ASN-51694,Cameroon,Haiti Field Office,From RDC,CIP,Air,4/15/2015,4/24/2015,6/6/2015,5/28/2015,5/30/2015,MRDT,Malaria test,Bristol Myers Squibb,MRDT product - Malaria test formulation,Molecule 27,Branded,150mg,Test kit,100,10000,270522,595.1484,27.0522,"Aurobindo Unit III, India",Yes,160.3,24778.6,764.8,43,34,t,9.16,154.58
2483,742-ET-T95,PQ-98983,SO-54745,ASN-39743,Ethiopia,Haiti Field Office,From RDC,EXW,Ocean,4/9/2015,4/17/2015,7/12/2015,7/12/2015,7/16/2015,HRDT,HIV test,Sun Pharma,HRDT product - HIV test formulation,Molecule 8,Generic,60mg,Capsule,100,10000,349910,769.802,34.991,"Novartis, Suffern, US",Yes,91.66,35974.78,739.37,86,86,t,10.28,392.48
246,742-MO-T66,PQ-57356,SO-87597,ASN-88209,Mozambique,South Africa Field Office,Direct Drop,DDP,Ocean,7/22/2015,8/4/2015,9/23/2015,9/24/2015,9/28/2015,ANTM,Antimalarial,Abc Pharm Ltd,ANTM product - Antimalarial formulation,Molecule 13,Generic,120mg,Oral Solution,1,500,1399.05,2.7981,2.7981,"Mylan H-12, India",Yes,3.34,50.4,4.82,50,51,f,3.6,15.09
5219,742-NI-T11,PQ-19958,SO-11339,ASN-29763,Nigeria,Haiti Field Office,From RDC,DDP,Air,12/28/2014,1/3/2015,3/27/2015,3/17/2015,3/17/2015,ANTM,Antimalarial,Ranbaxy Fine Chemicals,ANTM product - Antimalarial formulation,Molecule 32,Generic,30mg,Tablet,10,500,3811.05,205.7967,7.6221,SCMS Global Warehouse,Yes,7.45,101.05,29.49,83,73,t,2.65,13.56
1734,742-SO-T34,PQ-44424,SO-43899,ASN-76346,South Africa,Haiti Field Office,From RDC,DDP,Air,3/12/2016,3/22/2016,6/15/2016,6/17/2016,6/19/2016,ANTM,Antimalarial,Novartis Pharma Ag,ANTM product - Antimalarial formulation,Molecule 23,Branded,90mg,Test kit,60,10000,160761,337.5981,16.0761,"Hetero Unit III, India",Yes,108.96,16824.74,1417.66,85,87,f,10.47,154.41
4226,742-TA-T64,PQ-47933,SO-71662,ASN-79068,Tanzania,South Africa Field Office,Direct Drop,CIP,Air,4/26/2014,5/11/2014,6/21/2014,6/16/2014,6/18/2014,HRDT,HIV test,Bristol Myers Squibb,HRDT product - HIV test formulation,Molecule 3,Generic,150mg,Oral Solution,100,50000,1580190,126.4152,31.6038,SCMS Global Warehouse,Yes,757.42,138542.21,8634.41,41,36,t,8.77,182.91
1126,742-UG-T12,PQ-61042,SO-83416,ASN-44883,Uganda,South Africa Field Office,From RDC,DDP,Air Charter,11/11/2015,11/30/2015,1/17/2016,1/9/2016,1/9/2016,ACT,Artemisinin-based,Scms Global,ACT product - Artemisinin-based formulation,Molecule 29,Generic,120mg,Tablet,100,1000,42720.7,768.9726,42.7207,"Novartis, Suffern, US",Yes,13.77,4091.1,120.18,48,40,t,9.58,297.1
1382,742-ZA-T52,PQ-76704,SO-90723,ASN-76483,Zambia,PMO - US,From RDC,DDP,Air,10/13/2015,10/24/2015,12/22/2015,12/30/2015,1/1/2016,ANTM,Antimalarial,Ranbaxy Fine Chemicals,ANTM product - Antimalarial formulation,Molecule 4,Branded,30mg,Test kit,1,50000,2122940,849.176,42.4588,"Novartis, Suffern, US",No,526.77,149322.73,7156.81,59,67,f,7.03,283.47
3988,742-ZI-T13,PQ-31774,SO-50155,ASN-75175,Zimbabwe,PMO - US,From RDC,CIP,Air,9/10/2015,9/27/2015,12/3/2015,11/29/2015,12/3/2015,ARV,Pediatric,Aurobindo Pharma Limited,ARV product - Pediatric formulation,Molecule 16,Generic,90mg,Capsule,10,1000,23286.2,23.2862,23.2862,"Aurobindo Unit III, India",Yes,12.78,2897.84,54.18,67,63,t,12.44,226.75
63,743-ET-T28,PQ-74965,SO-46321,ASN-35426,Ethiopia,PMO - US,Direct Drop,EXW,Ocean,7/17/2015,7/29/2015,9/19/2015,9/28/2015,9/28/2015,HRDT,HIV test,Abc Pharm Ltd,HRDT product - HIV test formulation,Molecule 7,Generic,150mg,Oral Solution,1,10000,255244,229.7196,25.5244,"Hetero Unit III, India",Yes,30.73,31671.15,2013.04,52,61,f,12.41,1030.63
3820,743-ET-T43,PQ-13618,SO-85462,ASN-64624,Ethiopia,PMO - US,Direct Drop,CIP,Air,2/27/2014,3/12/2014,5/19/2014,5/15/2014,5/15/2014,HRDT,HIV test,Cipla Ltd,HRDT product - HIV test formulation,Molecule 29,Generic,90mg,Oral Solution,10,500,4303,25.818,8.606,"Hetero Unit III, India",Yes,5.64,158.46,12.6,68,64,t,3.68,28.1
4154,743-KE-T19,PQ-21078,SO-60254,ASN-98900,Kenya,PMO - US,From RDC,EXW,Ocean,1/17/2014,2/3/2014,4/1/2014,3/22/2014,3/23/2014,MRDT,Malaria test,Abc Pharm Ltd,MRDT product - Malaria test formulation,Molecule 29,Generic,30mg,Oral Solution,1,5000,216292,692.1344,43.2584,SCMS Global Warehouse,Yes,,36670.86,1923.24,57,47,t,16.95,
2265,743-MO-T21,PQ-44002,SO-88840,ASN-92681,Mozambique,PMO - US,Direct Drop,FOB,Air,3/15/2014,3/31/2014,5/10/2014,5/4/2014,5/6/2014,ANTM,Antimalarial,Bristol Myers Squibb,ANTM product - Antimalarial formulation,Molecule 34,Generic,120mg,Oral Solution,60,10000,375543,413.0973,37.5543,"ABC Farmaceutica, Brazil",Yes,,65331.27,1274.81,40,34,t,17.4,
285,743-SO-T46,PQ-87400,SO-76961,ASN-67175,South Africa,South Africa Field Office,From RDC,EXW,Air,6/27/2014,7/11/2014,9/30/2014,9/28/2014,9/29/2014,ACT,Artemisinin-based,Zenith Pharmaceuticals,ACT product - Artemisinin-based formulation,Molecule 19,Generic,120mg,Oral Solution,1,25000,533627.5,597.6628,21.3451,"Ranbaxy, Paonta Sahib, India",Yes,131.21,90371.32,2188.6,81,79,t,16.94,688.75
4260,743-UG-T86,PQ-19367,SO-63641,ASN-38076,Uganda,Haiti Field Office,From RDC,EXW,Truck,11/23/2014,11/28/2014,2/24/2015,2/28/2015,3/1/2015,MRDT,Malaria test,Bristol Myers Squibb,MRDT product - Malaria test formulation,Molecule 6,Generic,150mg,Tablet,100,1000,23758.1,190.0648,23.7581,"Mylan H-12, India",No,3.27,2469.43,83.08,88,92,f,10.39,755.18
3104,744-CA-T96,PQ-20211,SO-16990,ASN-34175,Cameroon,South Africa Field Office,Direct Drop,DDP,Truck,3/25/2015,4/11/2015,6/4/2015,6/2/2015,6/6/2015,ANTM,Antimalarial,Cipla Ltd,ANTM product - Antimalarial formulation,Molecule 31,Branded,60mg,Capsule,1,1000,27083.3,514.5827,27.0833,"Aurobindo Unit III, India",Yes,,3687.29,210.5,54,52,t,13.61,
1025,744-SO-T70,PQ-58474,SO-20623,ASN-61046,South Africa,Haiti Field Office,Direct Drop,DDP,Air,7/30/2014,8/16/2014,9/22/2014,9/6/2014,9/8/2014,MRDT,Malaria test,Mylan Inc,MRDT product - Malaria test formulation,Molecule 2,Branded,60mg,Oral Solution,1,1000,39729.8,635.6768,39.7298,"Ranbaxy, Paonta Sahib, India",Yes,18.12,6011.23,,37,21,t,15.13,331.75
1623,744-ZA-T30,PQ-64818,SO-91255,ASN-56831,Zambia,South Africa Field Office,From RDC,DDP,Air,11/9/2014,11/18/2014,12/20/2014,12/17/2014,12/20/2014,MRDT,Malaria test,Zenith Pharmaceuticals,MRDT product - Malaria test formulation,Molecule 4,Generic,60mg,Tablet,60,1000,25492.6,662.8076,25.4926,"Novartis, Suffern, US",No,,1935.53,173.23,32,29,t,7.59,
2609,744-ZA-T80,PQ-75363,SO-45097,ASN-92178,Zambia,Haiti Field Office,From RDC,EXW,Air,12/7/2014,12/25/2014,3/19/2015,3/23/2015,3/26/2015,HRDT,HIV test,Abc Pharm Ltd,HRDT product - HIV test formulation,Molecule 20,Branded,120mg,Tablet,10,500,11928.65,381.7168,23.8573,"ABC Farmaceutica, Brazil",No,1.73,811.94,47.03,84,88,f,6.81,469.33
4511,744-ZI-T90,PQ-42898,SO-83514,ASN-95371,Zimbabwe,Haiti Field Office,Direct Drop,DDP,Truck,2/15/2016,2/29/2016,4/4/2016,3/28/2016,3/29/2016,HRDT,HIV test,Bristol Myers Squibb,HRDT product - HIV test formulation,Molecule 33,Generic,90mg,Test kit,100,500,10706.95,149.8973,21.4139,"ABC Farmaceutica, Brazil",Yes,6.82,230.39,93.97,35,28,t,2.15,33.78
2435,745-GU-T52,PQ-18595,SO-82316,ASN-82381,Guyana,Haiti Field Office,From RDC,CIP,Air,3/21/2014,3/29/2014,5/24/2014,5/8/2014,5/10/2014,ACT,Artemisinin-based,Cipla Ltd,ACT product - Artemisinin-based formulation,Molecule 10,Branded,60mg,Capsule,60,50000,2150620,860.248,43.0124,"Aurobindo Unit III, India",No,824.28,318019.25,10764.65,56,40,t,14.79,385.81
2070,745-MO-T59,PQ-56164,SO-74716,ASN-23477,Mozambique,South Africa Field Office,Direct Drop,FCA,Air,7/19/2014,7/31/2014,10/24/2014,10/18/2014,10/20/2014,ANTM,Antimalarial,Scms From Rdc,ANTM product - Antimalarial formulation,Molecule 25,Branded,150mg,Test kit,30,2000,74658,634.593,37.329,"Mylan H-12, India",Yes,36.47,7669.27,353.22,85,79,t,10.27,210.29
970,745-MO-T62,PQ-83467,SO-23699,ASN-64596,Mozambique,South Africa Field Office,Direct Drop,DDP,Air Charter,12/17/2014,12/31/2014,3/13/2015,3/5/2015,3/8/2015,HRDT,HIV test,Scms Global,HRDT product - HIV test formulation,Molecule 37,Generic,150mg,Oral Solution,10,1000,30588.4,764.71,30.5884,"Ranbaxy, Paonta Sahib, India",No,17.03,907.43,194.86,72,64,t,2.97,53.28
3161,745-MO-T79,PQ-13769,SO-82921,ASN-90045,Mozambique,South Africa Field Office,From RDC,DDP,Air,5/17/2016,5/22/2016,7/30/2016,8/4/2016,8/4/2016,ACT,Artemisinin-based,Scms From Rdc,ACT product - Artemisinin-based formulation,Molecule 17,Branded,120mg,Tablet,100,1000,30400.4,212.8028,30.4004,"Mylan H-12, India",Yes,2.37,1846.93,242.9,69,74,f,6.08,779.3
1500,745-RW-T68,PQ-95474,SO-77954,ASN-78524,Rwanda,Haiti Field Office,Direct Drop,DDP,Air,5/18/2016,6/5/2016,7/27/2016,7/20/2016,7/21/2016,ANTM,Antimalarial,Aurobindo Pharma Limited,ANTM product - Antimalarial formulation,Molecule 2,Generic,60mg,Tablet,100,25000,755685,876.5946,30.2274,"Cipla, Goa, India",Yes,44.65,36135.95,2518.31,52,45,t,4.78,809.32
1680,745-TA-T44,PQ-89935,SO-89240,ASN-95490,Tanzania,South Africa Field Office,Direct Drop,EXW,Air,11/23/2014,12/6/2014,1/13/2015,12/29/2014,12/30/2014,ANTM,Antimalarial,Bristol Myers Squibb,ANTM product - Antimalarial formulation,Molecule 9,Branded,120mg,Capsule,1,50000,860010,154.8018,17.2002,SCMS Global Warehouse,Yes,508.55,148966.89,8320.01,38,23,t,17.32,292.92
726,745-UG-T15,PQ-17500,SO-14015,ASN-68812,Uganda,Haiti Field Office,From RDC,EXW,Truck,10/17/2015,10/27/2015,1/20/2016,1/16/2016,1/18/2016,HRDT,HIV test,Cipla Ltd,HRDT product - HIV test formulation,Molecule 2,Generic,60mg,Capsule,60,2000,69693,243.9255,34.8465,"Ranbaxy, Paonta Sahib, India",Yes,18.24,4052.15,72.33,85,81,t,5.81,222.16
4029,745-VI-T28,PQ-10244,SO-22394,,Vietnam,PMO - US,From RDC,FOB,Air,1/5/2016,1/17/2016,3/19/2016,4/1/2016,4/5/2016,HRDT,HIV test,Cipla Ltd,HRDT product - HIV test formulation,Molecule 24,Branded,90mg,Capsule,30,1000,14006.7,280.134,14.0067,SCMS Global Warehouse,Yes,12.43,1152.84,79.72,62,75,f,8.23,92.75
3443,745-ZA-T49,PQ-50089,SO-31995,ASN-82531,Zambia,South Africa Field Office,From RDC,CIP,Air,10/26/2015,11/3/2015,12/18/2015,12/10/2015,12/14/2015,ACT,Artemisinin-based,Scms Global,ACT product - Artemisinin-based formulation,Molecule 39,Branded,60mg,Capsule,60,1000,32930.7,98.7921,32.9307,SCMS Global Warehouse,Yes,11.24,5834.03,292.09,45,37,t,17.72,519.04
3444,745-ZA-T57,PQ-15342,SO-11893,ASN-71744,Zambia,South Africa Field Office,Direct Drop,EXW,Air,5/3/2014,5/13/2014,7/10/2014,7/13/2014,7/15/2014,ANTM,Antimalarial,Scms From Rdc,ANTM product - Antimalarial formulation,Molecule 3,Branded,30mg,Oral Solution,100,25000,1072570,900.9588,42.9028,"Aurobindo Unit III, India",Yes,102.75,85514.6,10205.84,58,61,f,7.97,832.26
1800,745-ZI-T20,PQ-45271,SO-32444,ASN-19662,Zimbabwe,PMO - US,Direct Drop,FOB,Air,3/8/2016,3/27/2016,5/26/2016,6/2/2016,6/2/2016,ACT,Artemisinin-based,Scms From Rdc,ACT product - Artemisinin-based formulation,Molecule 2,Generic,120mg,Oral Solution,10,1000,44818.5,224.0925,44.8185,"Ranbaxy, Paonta Sahib, India",Yes,11.22,1219.51,334.56,60,67,f,2.72,108.69
399,745-ZI-T54,PQ-41876,SO-70727,ASN-19759,Zimbabwe,PMO - US,Direct Drop,EXW,Air,4/25/2016,5/4/2016,7/16/2016,7/26/2016,7/27/2016,ACT,Artemisinin-based,Aurobindo Pharma Limited,ACT product - Artemisinin-based formulation,Molecule 21,Branded,60mg,Test kit,10,50000,1053090,610.7922,21.0618,SCMS Global Warehouse,No,659.32,150824.61,2394.69,73,83,f,14.32,228.76
535,745-ZI-T90,PQ-56659,SO-84874,ASN-85885,Zimbabwe,Haiti Field Office,From RDC,DDP,Air Charter,9/27/2015,10/4/2015,11/4/2015,10/24/2015,10/28/2015,ACT,Artemisinin-based,Novartis Pharma Ag,ACT product - Artemisinin-based formulation,Molecule 22,Branded,60mg,Capsule,60,10000,110773,321.2417,11.0773,"Aurobindo Unit III, India",Yes,34.33,10020.25,995.78,31,20,t,9.05,291.88
5978,746-CA-T52,PQ-37299,SO-81416,ASN-19620,Cameroon,South Africa Field Office,From RDC,FCA,Air,3/14/2015,3/27/2015,5/5/2015,5/5/2015,5/5/2015,MRDT,Malaria test,Mylan Inc,MRDT product - Malaria test formulation,Molecule 34,Branded,60mg,Oral Solution,30,25000,131267.5,5.2507,5.2507,"Cipla, Goa, India",No,110.32,9855.28,1206.35,39,39,t,7.51,89.33
2163,746-GU-T51,PQ-77480,SO-45639,ASN-16604,Guyana,South Africa Field Office,Direct Drop,FCA,Air,2/1/2016,2/13/2016,5/4/2016,4/28/2016,4/30/2016,ARV,Adult,Scms Global,ARV product - Adult formulation,Molecule 27,Generic,60mg,Test kit,1,2000,22549.2,56.373,11.2746,SCMS Global Warehouse,Yes,10.04,934.79,214.22,81,75,t,4.15,93.11
3702,746-MO-T60,PQ-73293,SO-82459,ASN-75103,Mozambique,South Africa Field Office,Direct Drop,FCA,Air,7/2/2014,7/19/2014,8/18/2014,8/7/2014,8/11/2014,ANTM,Antimalarial,Aurobindo Pharma Limited,ANTM product - Antimalarial formulation,Molecule 16,Branded,60mg,Oral Solution,10,25000,939850,37.594,37.594,"Ranbaxy, Paonta Sahib, India",Yes,448.75,29799.57,5193.69,30,19,t,3.17,66.41
363,746-NI-T51,PQ-40916,SO-37268,ASN-33259,Nigeria,PMO - US,From RDC,DDP,Ocean,5/23/2015,6/11/2015,9/1/2015,8/18/2015,8/18/2015,HRDT,HIV test,Scms From Rdc,HRDT product - HIV test formulation,Molecule 2,Branded,90mg,Capsule,100,10000,188841,169.9569,18.8841,"ABC Farmaceutica, Brazil",Yes,,30421.67,1013.61,82,68,t,16.11,
415,746-ZA-T22,PQ-93441,SO-97594,ASN-32007,Zambia,South Africa Field Office,From RDC,CIP,Ocean,12/18/2013,1/1/2014,1/25/2014,1/30/2014,1/30/2014,ANTM,Antimalarial,Novartis Pharma Ag,ANTM product - Antimalarial formulation,Molecule 37,Generic,120mg,Tablet,30,25000,1092935,786.9132,43.7174,"Mylan H-12, India",Yes,346.01,119765.25,8860.49,24,29,f,10.96,346.13
2186,746-ZI-T94,PQ-91548,SO-15423,ASN-98915,Zimbabwe,Haiti Field Office,Direct Drop,FCA,Air,7/26/2015,8/9/2015,10/11/2015,,,ACT,Artemisinin-based,Mylan Inc,ACT product - Artemisinin-based formulation,Molecule 1,Generic,30mg,Tablet,30,5000,215950.5,518.2812,43.1901,"Hetero Unit III, India",Yes,76.29,29425.51,540.01,63,,,13.63,385.71
800,747-CA-T60,PQ-18434,SO-66153,ASN-55485,Cameroon,South Africa Field Office,Direct Drop,FOB,Air,5/14/2015,5/25/2015,8/17/2015,8/13/2015,8/15/2015,ACT,Artemisinin-based,Ranbaxy Fine Chemicals,ACT product - Artemisinin-based formulation,Molecule 11,Branded,30mg,Oral Solution,10,25000,776307.5,589.9937,31.0523,"Ranbaxy, Paonta Sahib, India",No,258.44,59557.01,6456.22,84,80,t,7.67,230.45
3741,747-KE-T15,PQ-64846,SO-30523,ASN-41995,Kenya,South Africa Field Office,Direct Drop,DDP,Air,7/19/2015,7/26/2015,9/14/2015,9/5/2015,9/7/2015,ARV,Pediatric,Mylan Inc,ARV product - Pediatric formulation,Molecule 27,Branded,150mg,Tablet,60,10000,331601,729.5222,33.1601,"Mylan H-12, India",No,,28318.58,842.15,50,41,t,8.54,
3649,747-TA-T32,PQ-58362,SO-92246,ASN-13238,Tanzania,Haiti Field Office,Direct Drop,DDP,Ocean,1/28/2016,2/5/2016,4/16/2016,4/17/2016,4/20/2016,ANTM,Antimalarial,Scms Global,ANTM product - Antimalarial formulation,Molecule 21,Branded,150mg,Test kit,10,25000,144850,17.382,5.794,"Ranbaxy, Paonta Sahib, India",Yes,368.7,19802.18,871.98,71,72,f,13.67,53.71
4902,747-TA-T57,PQ-59200,SO-64580,ASN-32945,Tanzania,PMO - US,Direct Drop,CIP,Air,12/17/2014,12/31/2014,2/1/2015,2/11/2015,2/14/2015,ANTM,Antimalarial,Sun Pharma,ANTM product - Antimalarial formulation,Molecule 1,Branded,90mg,Test kit,1,1000,1559.4,1.5594,1.5594,"Ranbaxy, Paonta Sahib, India",No,5.52,159.32,11.7,32,42,f,10.22,28.86
2636,747-VI-T14,PQ-21327,SO-71918,ASN-17481,Vietnam,South Africa Field Office,From RDC,FCA,Ocean,5/13/2015,6/1/2015,8/14/2015,8/6/2015,8/7/2015,ARV,Adult,Mylan Inc,ARV product - Adult formulation,Molecule 14,Generic,90mg,Oral Solution,1,500,5296,201.248,10.592,"Hetero Unit III, India",Yes,9.57,446.67,49.76,74,66,t,8.43,46.67
1998,747-ZA-T48,PQ-61096,SO-57566,ASN-72616,Zambia,PMO - US,Direct Drop,FCA,Truck,5/11/2014,5/25/2014,8/5/2014,8/11/2014,8/12/2014,MRDT,Malaria test,Ranbaxy Fine Chemicals,MRDT product - Malaria test formulation,Molecule 12,Branded,90mg,Oral Solution,100,500,15296.95,122.3756,30.5939,"Cipla, Goa, India",No,0.51,893,83.57,72,78,f,5.84,1750.98
2793,747-ZA-T71,PQ-15967,SO-44251,ASN-72214,Zambia,PMO - US,Direct Drop,EXW,Air,2/11/2014,2/23/2014,3/30/2014,3/21/2014,3/22/2014,ACT,Artemisinin-based,Mylan Inc,ACT product - Artemisinin-based formulation,Molecule 23,Branded,90mg,Tablet,1,500,20336.55,691.4427,40.6731,"Hetero Unit III, India",Yes,2.37,3584.53,23.28,35,26,t,17.63,1512.46
4210,748-KE-T83,PQ-83253,SO-40592,ASN-85120,Kenya,PMO - US,From RDC,FOB,Air,5/4/2015,5/11/2015,6/19/2015,7/13/2015,7/14/2015,ANTM,Antimalarial,Novartis Pharma Ag,ANTM product - Antimalarial formulation,Molecule 31,Branded,90mg,Tablet,1,25000,764442.5,397.5101,30.5777,"Aurobindo Unit III, India",Yes,,128739.28,1100.39,39,63,f,16.84,
1693,748-MO-T23,PQ-53745,SO-83948,ASN-96575,Mozambique,South Africa Field Office,Direct Drop,EXW,Air,12/20/2014,1/2/2015,2/8/2015,2/10/2015,2/11/2015,MRDT,Malaria test,Abc Pharm Ltd,MRDT product - Malaria test formulation,Molecule 3,Branded,60mg,Test kit,60,2000,66627.8,932.7892,33.3139,"Novartis, Suffern, US",No,,4457.51,123.44,37,39,f,6.69,
1724,748-NI-T36,PQ-93582,SO-76534,ASN-71290,Nigeria,Haiti Field Office,Direct Drop,FOB,Air,2/28/2015,3/11/2015,6/2/2015,,,ACT,Artemisinin-based,Scms From Rdc,ACT product - Artemisinin-based formulation,Molecule 16,Generic,60mg,Capsule,1,1000,190.3,4.1866,0.1903,"Cipla, Goa, India",Yes,6.52,10.44,0.62,83,,,5.49,1.6
2956,748-NI-T80,PQ-96583,SO-36755,ASN-84585,Nigeria,PMO - US,From RDC,EXW,Air,2/8/2014,2/27/2014,3/25/2014,3/20/2014,3/21/2014,HRDT,HIV test,Scms From Rdc,HRDT product - HIV test formulation,Molecule 30,Branded,30mg,Capsule,60,10000,296740,59.348,29.674,"Hetero Unit III, India",Yes,176.4,52659.85,2343.92,26,21,t,17.75,298.53
3489,748-RW-T94,PQ-78752,SO-17940,ASN-24999,Rwanda,Haiti Field Office,Direct Drop,FOB,Truck,3/21/2014,3/28/2014,4/18/2014,4/19/2014,4/21/2014,ANTM,Antimalarial,Scms Global,ANTM product - Antimalarial formulation,Molecule 26,Branded,30mg,Test kit,30,25000,1053350,1221.886,42.134,"Aurobindo Unit III, India",Yes,428.6,28264.26,9391.11,21,22,f,2.68,65.95
